VTX, IDX, POSITION0.x, POSITION0.y, POSITION0.z, POSITION0.w, NORMAL0.x, NORMAL0.y, NORMAL0.z, NORMAL0.w, TANGENT0.x, TANGENT0.y, TANGENT0.z, TANGENT0.w, POSITION6.x, POSITION6.y, POSITION6.z, POSITION6.w, POSITION7.x, POSITION7.y, POSITION7.z, POSITION7.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w
101, 95, -31.26563, -1.14746, -36.96875,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.00,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
102, 96, -31.26563, -1.14746, -36.96875,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
103, 97, -31.26563, -1.03613, -36.96875,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
104, 98, -31.26563, -1.29688, -36.96875,  1.00,  0.50588,  0.2549,  0.93333,  0.00,  0.53725,  0.92941,  0.74118,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
105, 99, -28.00, -1.28613, -30.35938,  1.00,  0.50588,  0.2549,  0.93333,  0.00,  0.45882,  0.06667,  0.2549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
106, 100, -28.01563, -1.39746, -30.34375,  1.00,  0.39608,  0.16471,  0.85098,  0.00,  0.55686,  0.12941,  0.16863,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
107, 101, -28.01563, -1.1377, -30.34375,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.00,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
108, 102, -28.01563, -1.1377, -30.34375,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
109, 103, -28.00, -1.02637, -30.35938,  1.00,  0.9451,  0.49804,  0.27843,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
110, 104, -28.00, -1.28613, -30.35938,  1.00,  0.50588,  0.2549,  0.93333,  0.00,  0.53725,  0.92941,  0.74118,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
111, 105, -34.1875, -1.30566, -42.46875,  1.00,  0.19608,  0.14118,  0.67059,  0.00,  0.18824,  0.84314,  0.67451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
112, 106, -34.1875, -1.0498, -42.46875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.50196,  0.99608,  0.49412,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
113, 107, -34.1875, -0.79004, -42.46875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
114, 108, -34.1875, -0.79004, -42.46875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.49804,  0.00,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
115, 109, -34.1875, -1.0459, -42.46875,  1.00,  0.80784,  0.49804,  0.8902,  0.00,  0.49412,  0.00,  0.50196,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
116, 110, -34.1875, -1.30566, -42.46875,  1.00,  0.19608,  0.14118,  0.67059,  0.00,  0.80784,  0.15294,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
117, 111, -30.92188, -1.29492, -35.875,  1.00,  0.30588,  0.04706,  0.58039,  0.00,  0.07843,  0.70588,  0.67059,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
118, 112, -30.92188, -1.03906, -35.875,  1.00,  0.05098,  0.50196,  0.71373,  0.00,  0.50196,  0.99608,  0.49412,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
119, 113, -30.92188, -0.77979, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.49804,  0.99608,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
120, 114, -30.92188, -0.77979, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.49804,  0.00,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
121, 115, -30.92188, -1.03516, -35.875,  1.00,  0.05098,  0.49804,  0.71765,  0.00,  0.49804,  0.00,  0.49804,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
122, 116, -30.92188, -1.29492, -35.875,  1.00,  0.30588,  0.04706,  0.58039,  0.00,  0.84706,  0.41176,  0.84314,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
123, 117, -11.39063, -9.42188, -10.71094,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.81569,  0.87843,  0.53333,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
124, 118, -11.22656, -9.22656, -10.69531,  1.00,  0.80392,  0.12157,  0.38824,  0.00,  0.88627,  0.80784,  0.5098,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
125, 119, -10.39063, -8.58594, -10.69531,  1.00,  0.80,  0.10196,  0.49804,  0.00,  0.89412,  0.80,  0.52941,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
126, 120, -10.39063, -8.58594, -10.69531,  1.00,  0.80,  0.10196,  0.49804,  0.00,  0.10196,  0.19608,  0.46667,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
127, 121, -10.55469, -8.78125, -10.71094,  1.00,  0.56471,  0.41176,  0.98431,  0.00,  0.18039,  0.11765,  0.47451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
128, 122, -11.39063, -9.42188, -10.71094,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.18039,  0.11765,  0.46275,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
129, 123, -11.23438, -9.22656, -11.64844,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.1098,  0.18824,  0.44314,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
130, 124, -11.39844, -9.42188, -11.67188,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.18039,  0.11765,  0.52549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
131, 125, -10.55469, -8.78906, -11.67188,  1.00,  0.56863,  0.40784,  0.01176,  0.00,  0.16863,  0.12549,  0.52157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
132, 126, -10.55469, -8.78906, -11.67188,  1.00,  0.56863,  0.40784,  0.01176,  0.00,  0.82745,  0.87059,  0.47451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
133, 127, -10.39063, -8.59375, -11.64844,  1.00,  0.80,  0.10196,  0.49804,  0.00,  0.89412,  0.80,  0.52941,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
134, 128, -11.23438, -9.22656, -11.64844,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.88627,  0.80784,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
135, 129, -11.22656, -9.22656, -10.69531,  1.00,  0.48235,  0.47843,  0.99608,  0.00,  0.17647,  0.11765,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
136, 130, -11.39063, -9.42188, -10.71094,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.5098,  0.00,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
137, 131, -10.55469, -8.78125, -10.71094,  1.00,  0.56471,  0.41176,  0.98431,  0.00,  0.17647,  0.11765,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
138, 132, -10.55469, -8.78125, -10.71094,  1.00,  0.56471,  0.41176,  0.98431,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
139, 133, -10.39063, -8.58594, -10.69531,  1.00,  0.56471,  0.41176,  0.98431,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
140, 134, -11.22656, -9.22656, -10.69531,  1.00,  0.48235,  0.47843,  0.99608,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
141, 135, -11.39844, -9.42188, -11.67188,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.81961,  0.87843,  0.47059,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
142, 136, -11.22656, -9.22656, -11.67969,  1.00,  0.47843,  0.47843,  0.00,  0.00,  0.81961,  0.87843,  0.47059,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
143, 137, -10.39063, -8.58594, -11.67969,  1.00,  0.49804,  0.49804,  0.00,  0.00,  0.81961,  0.87843,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
144, 138, -10.39063, -8.58594, -11.67969,  1.00,  0.49804,  0.49804,  0.00,  0.00,  0.17647,  0.11765,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
145, 139, -10.55469, -8.78906, -11.67188,  1.00,  0.56863,  0.40784,  0.01176,  0.00,  0.17647,  0.11765,  0.52549,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
146, 140, -11.39844, -9.42188, -11.67188,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.17647,  0.11765,  0.52549,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
147, 141, -11.39063, -9.42188, -12.50,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.81569,  0.87843,  0.53333,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
148, 142, -11.22656, -9.22656, -12.48438,  1.00,  0.80392,  0.12157,  0.38824,  0.00,  0.88627,  0.80784,  0.5098,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
149, 143, -10.58594, -8.61719, -12.48438,  1.00,  0.83922,  0.13725,  0.49804,  0.00,  0.85882,  0.83922,  0.52941,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
150, 144, -10.58594, -8.61719, -12.48438,  1.00,  0.83922,  0.13725,  0.49804,  0.00,  0.13725,  0.15686,  0.46667,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
151, 145, -10.75, -8.8125, -12.50,  1.00,  0.63529,  0.35686,  0.95686,  0.00,  0.18039,  0.11373,  0.47059,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
152, 146, -11.39063, -9.42188, -12.50,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.18039,  0.11765,  0.46275,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
153, 147, -11.23438, -9.22656, -13.4375,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.1098,  0.18824,  0.44314,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
154, 148, -11.39844, -9.42188, -13.46094,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.18039,  0.11765,  0.52549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
155, 149, -10.75, -8.8125, -13.46094,  1.00,  0.63922,  0.34902,  0.04706,  0.00,  0.16078,  0.12941,  0.51373,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
156, 150, -10.75, -8.8125, -13.46094,  1.00,  0.63922,  0.34902,  0.04706,  0.00,  0.83529,  0.86667,  0.48235,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
157, 151, -10.58594, -8.61719, -13.4375,  1.00,  0.83922,  0.13725,  0.49804,  0.00,  0.85882,  0.83922,  0.52941,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
158, 152, -11.23438, -9.22656, -13.4375,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.88627,  0.80784,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
159, 153, -11.22656, -9.22656, -12.48438,  1.00,  0.48235,  0.47843,  0.99608,  0.00,  0.17647,  0.11765,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
160, 154, -11.39063, -9.42188, -12.50,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.5098,  0.00,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
161, 155, -10.75, -8.8125, -12.50,  1.00,  0.63529,  0.35686,  0.95686,  0.00,  0.17647,  0.11765,  0.47451,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
162, 156, -10.75, -8.8125, -12.50,  1.00,  0.63529,  0.35686,  0.95686,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
163, 157, -10.58594, -8.61719, -12.48438,  1.00,  0.63529,  0.35686,  0.95686,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
164, 158, -11.22656, -9.22656, -12.48438,  1.00,  0.48235,  0.47843,  0.99608,  0.00,  0.81961,  0.87843,  0.52157,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
165, 159, -11.39844, -9.42188, -13.46094,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.81961,  0.87843,  0.47059,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
166, 160, -11.22656, -9.22656, -13.46875,  1.00,  0.47843,  0.47843,  0.00,  0.00,  0.81961,  0.87843,  0.47059,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
167, 161, -10.58594, -8.61719, -13.46875,  1.00,  0.49804,  0.49804,  0.00,  0.00,  0.81961,  0.87843,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
168, 162, -10.58594, -8.61719, -13.46875,  1.00,  0.49804,  0.49804,  0.00,  0.00,  0.17647,  0.11765,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
169, 163, -10.75, -8.8125, -13.46094,  1.00,  0.63922,  0.34902,  0.04706,  0.00,  0.17647,  0.11765,  0.52549,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
170, 164, -11.39844, -9.42188, -13.46094,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.17647,  0.11765,  0.52549,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
171, 165, -11.39063, -9.42188, -6.50781,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.81569,  0.87843,  0.53333,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
172, 166, -11.22656, -9.22656, -6.49219,  1.00,  0.80392,  0.12157,  0.38824,  0.00,  0.88627,  0.80784,  0.5098,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
173, 167, -10.92188, -8.70313, -6.49219,  1.00,  0.92549,  0.24314,  0.49804,  0.00,  0.75294,  0.92549,  0.52941,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
174, 168, -10.92188, -8.70313, -6.49219,  1.00,  0.92549,  0.24314,  0.49804,  0.00,  0.24314,  0.07059,  0.46667,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
175, 169, -11.08594, -8.89844, -6.50781,  1.00,  0.62353,  0.42353,  0.02353,  0.00,  0.17647,  0.11765,  0.47451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
176, 170, -11.39063, -9.42188, -6.50781,  1.00,  0.47451,  0.47451,  0.99608,  0.00,  0.18039,  0.11765,  0.46275,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
177, 171, -11.23438, -9.22656, -7.44922,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.1098,  0.18824,  0.44314,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
178, 172, -11.39844, -9.42188, -7.46875,  1.00,  0.48235,  0.47843,  0.00,  0.00,  0.18039,  0.11765,  0.52549,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
179, 173, -11.08594, -8.89844, -7.46875,  1.00,  0.63137,  0.41961,  0.97255,  0.00,  0.19216,  0.10588,  0.51765,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
180, 174, -11.08594, -8.89844, -7.46875,  1.00,  0.63137,  0.41961,  0.97255,  0.00,  0.80392,  0.8902,  0.47843,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
181, 175, -10.92188, -8.70313, -7.44922,  1.00,  0.92549,  0.24314,  0.49804,  0.00,  0.75294,  0.92549,  0.52941,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
182, 176, -11.23438, -9.22656, -7.44922,  1.00,  0.79216,  0.1098,  0.60784,  0.00,  0.88627,  0.80784,  0.55294,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
183, 177, -3.89063,  7.39844,  5.07422,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.99608,  0.4549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
184, 178, -4.59766,  7.87891,  5.03906,  1.00,  0.66667,  0.96471,  0.54118,  0.00,  0.03137,  0.67059,  0.46275,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
185, 179, -3.76953,  7.08594,  14.125,  1.00,  0.8549,  0.84706,  0.52549,  0.00,  0.15294,  0.8549,  0.47843,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
186, 177, -3.89063,  7.39844,  5.07422,  1.00,  0.99608,  0.49804,  0.49804,  0.00,  0.49804,  0.99608,  0.4549,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
187, 180, -3.82031,  7.40234,  5.07422,  1.00,  0.82745,  0.12549,  0.47059,  0.00,  0.1451,  0.19608,  0.32157,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
188, 178, -4.59766,  7.87891,  5.03906,  1.00,  0.66667,  0.96471,  0.54118,  0.00,  0.03137,  0.67059,  0.46275,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
189, 181, -3.82031,  7.40234,  5.07422,  1.00,  0.82745,  0.12549,  0.47059,  0.00,  0.12549,  0.17255,  0.43529,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
190, 182, -4.25781,  7.87109,  5.05859,  1.00,  0.40392,  0.98431,  0.5451,  0.00,  0.00784,  0.40784,  0.45882,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
191, 183, -4.59766,  7.87891,  5.03906,  1.00,  0.66667,  0.96471,  0.54118,  0.00,  0.03137,  0.66667,  0.48235,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
192, 181, -3.82031,  7.40234,  5.07422,  1.00,  0.82745,  0.12549,  0.47059,  0.00,  0.12549,  0.17255,  0.43529,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
193, 184, -3.77539,  7.85156,  5.08594,  1.00,  0.88627,  0.80784,  0.52941,  0.00,  0.18824,  0.88627,  0.4902,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
194, 182, -4.25781,  7.87109,  5.05859,  1.00,  0.40392,  0.98431,  0.5451,  0.00,  0.00784,  0.40784,  0.45882,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
195, 6, -4.59766,  7.87891,  5.03906,  1.00,  0.66667,  0.96471,  0.54118,  0.00,  0.17647,  0.58039,  0.87059,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
196, 185, -4.86719,  7.17578,  14.21875,  1.00,  0.31765,  0.96078,  0.52157,  0.00,  0.20392,  0.36471,  0.87451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
197, 186, -3.76953,  7.08594,  14.125,  1.00,  0.8549,  0.84706,  0.52549,  0.00,  0.2902,  0.67843,  0.91373,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
198, 185, -4.86719,  7.17578,  14.21875,  1.00,  0.31765,  0.96078,  0.52157,  0.00,  0.20392,  0.36471,  0.87451,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
199, 187, -4.24609,  7.09375,  14.16406,  1.00,  0.40784,  0.98431,  0.53333,  0.00,  0.01176,  0.40392,  0.52941,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
200, 186, -3.76953,  7.08594,  14.125,  1.00,  0.8549,  0.84706,  0.52549,  0.00,  0.2902,  0.67843,  0.91373,  0.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
201, 188, -4.59766,  7.87891,  5.03906,  1.00,  0.66667,  0.96471,  0.54118,  0.00,  0.02745,  0.66667,  0.5098,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
202, 189, -7.42188,  6.96875,  5.08594,  1.00,  0.33333,  0.96471,  0.53725,  0.00,  0.02745,  0.33333,  0.49804,  0.99608,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00,  0.00,  0.00,  0.00,  1.00
